Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
11.10.2024 22:20:00,994.1,4.54,278.16,4.32,98.5,8.45,8.32,0.13,5.22,8.37,1243.16,0.58,1.21,172,0,0,0,0,0,13.24,442.1
11.10.2024 22:30:00,994.18,4.3,277.91,4.18,99.2,8.31,8.24,0.07,5.17,8.29,1244.38,1.27,1.84,182.8,0,0,0,0,0,13.12,440
11.10.2024 22:40:00,994.32,4.16,277.76,4.06,99.3,8.23,8.17,0.06,5.13,8.22,1245.22,1.35,2.11,173.9,0,0,0,0,0,13,442.5
11.10.2024 22:50:00,994.34,4.08,277.68,4.08,100,8.18,8.18,0,5.13,8.23,1245.6,1.39,2.14,177.1,0,0,0,0,0,12.86,447.5
11.10.2024 23:00:00,994.41,3.93,277.52,3.93,100,8.1,8.1,0,5.08,8.14,1246.38,1.32,1.99,198.8,0,0,0,0,0,12.73,446.9
11.10.2024 23:10:00,994.47,3.83,277.42,3.83,100,8.04,8.04,0,5.04,8.09,1246.92,0.88,1.36,168.7,0,0,0,0,0,12.61,446.2
11.10.2024 23:20:00,994.45,3.66,277.25,3.66,100,7.95,7.95,0,4.99,7.99,1247.7,0.78,1.59,144,0,0,0,0,0,12.51,447.2
11.10.2024 23:30:00,994.39,3.47,277.07,3.47,100,7.84,7.84,0,4.92,7.88,1248.55,1.22,1.84,164.6,0,0,0,0,0,12.41,448.4
11.10.2024 23:40:00,994.33,3.38,276.98,3.38,100,7.79,7.79,0,4.89,7.83,1248.89,0.47,1.15,355.8,0,0,0,0,0,12.32,449.4
11.10.2024 23:50:00,994.32,3.37,276.97,3.37,100,7.78,7.78,0,4.88,7.83,1248.94,0.32,1.03,353.3,0,0,0,0,0,12.21,449.3
12.10.2024 00:00:00,994.31,3.18,276.78,3.18,100,7.68,7.68,0,4.82,7.72,1249.86,0.91,2.02,195.6,0,0,0,0,0,12.11,450.5
12.10.2024 00:10:00,994.32,2.74,276.34,2.74,100,7.44,7.44,0,4.67,7.48,1251.96,1.61,2.1,197.1,0,0,0,0,0,11.99,445
12.10.2024 00:20:00,994.33,2.77,276.37,2.77,100,7.46,7.46,0,4.68,7.5,1251.82,1.14,1.72,178.2,0,0,0,0,0,11.85,445.7
12.10.2024 00:30:00,994.41,2.72,276.31,2.72,100,7.43,7.43,0,4.66,7.47,1252.19,1.65,2.58,181.8,0,0,0,0,0,11.72,448.1
12.10.2024 00:40:00,994.4,2.81,276.4,2.81,100,7.48,7.48,0,4.69,7.52,1251.73,1.98,2.76,192.2,0,0,0,0,0,11.64,449
12.10.2024 00:50:00,994.41,2.65,276.24,2.65,100,7.4,7.4,0,4.64,7.44,1252.48,1.55,2.21,194.4,0,0,0,0,0,11.57,448.7
12.10.2024 01:00:00,994.35,2.68,276.28,2.68,100,7.41,7.41,0,4.65,7.45,1252.28,0.92,1.71,220.5,0,0,0,0,0,11.52,445.8
12.10.2024 01:10:00,994.35,2.78,276.38,2.78,100,7.46,7.46,0,4.68,7.5,1251.81,1.06,1.68,208.7,0,0,0,0,0,11.49,443.5
12.10.2024 01:20:00,994.36,2.83,276.42,2.83,100,7.49,7.49,0,4.7,7.53,1251.59,0.77,1.34,186.8,0,0,0,0,0,11.45,443.2
12.10.2024 01:30:00,994.32,2.32,275.91,2.32,100,7.22,7.22,0,4.53,7.26,1253.99,0.94,1.5,184.4,0,0,0,0,0,11.39,447.2
12.10.2024 01:40:00,994.28,1.82,275.42,1.82,100,6.97,6.97,0,4.37,7.01,1256.33,1.26,1.68,204.4,0,0,0,0,0,11.3,446.8
12.10.2024 01:50:00,994.15,1.72,275.33,1.72,100,6.92,6.92,0,4.34,6.96,1256.65,0.81,1.42,180.8,0,0,0,0,0,11.2,451.4
12.10.2024 02:00:00,994.14,1.84,275.45,1.84,100,6.98,6.98,0,4.38,7.02,1256.06,1.11,1.66,178.1,0,0,0,0,0,11.12,451.8
12.10.2024 02:10:00,994.14,1.92,275.54,1.92,100,7.02,7.02,0,4.4,7.06,1255.64,1.41,2.11,198.5,0,0,0,0,0,11.08,451.1
12.10.2024 02:20:00,994.03,1.98,275.6,1.98,100,7.05,7.05,0,4.42,7.09,1255.22,0.82,1.47,196.2,0,0,0,0,0,11.06,450.3
12.10.2024 02:30:00,993.93,1.92,275.55,1.92,100,7.02,7.02,0,4.4,7.06,1255.39,0.97,1.54,206.5,0,0,0,0,0,11.07,449.9
12.10.2024 02:40:00,993.86,1.8,275.43,1.8,100,6.96,6.96,0,4.37,7,1255.89,0.96,1.78,199.4,0,0,0,0,0,11.1,450.9
12.10.2024 02:50:00,993.87,1.75,275.38,1.75,100,6.93,6.93,0,4.35,6.98,1256.14,1.26,2.05,207.7,0,0,0,0,0,11.13,452.1
12.10.2024 03:00:00,993.91,1.72,275.35,1.72,100,6.92,6.92,0,4.34,6.96,1256.31,0.97,1.55,182,0,0,0,0,0,11.15,452.4
12.10.2024 03:10:00,993.99,1.68,275.31,1.68,100,6.9,6.9,0,4.33,6.94,1256.62,0.88,1.48,207.3,0,0,0,0,0,11.17,451.7
12.10.2024 03:20:00,994.01,1.65,275.28,1.65,100,6.88,6.88,0,4.32,6.93,1256.78,0.84,1.32,210.6,0,0,0,0,0,11.21,452.6
12.10.2024 03:30:00,994.1,1.74,275.36,1.74,100,6.93,6.93,0,4.35,6.97,1256.45,0.69,1.31,188,0,0,0,0,0,11.25,453.9
12.10.2024 03:40:00,994.26,1.54,275.14,1.54,100,6.83,6.83,0,4.28,6.87,1257.64,1.08,1.44,201.7,0,0,0,0,0,11.28,451.9
12.10.2024 03:50:00,994.26,1.36,274.97,1.36,100,6.74,6.74,0,4.23,6.78,1258.49,1.51,2.15,214.7,0,0,0,0,0,11.3,453.3
12.10.2024 04:00:00,994.25,1.31,274.91,1.31,100,6.71,6.71,0,4.21,6.75,1258.75,1.83,2.43,215,0,0,0,0,0,11.28,452.3
12.10.2024 04:10:00,994.09,1.42,275.04,1.42,100,6.77,6.77,0,4.25,6.81,1257.99,1.52,2.46,186.3,0,0,0,0,0,11.22,453.7
12.10.2024 04:20:00,994.07,1.51,275.12,1.51,100,6.81,6.81,0,4.27,6.85,1257.56,1.53,2.59,165.9,0,0,0,0,0,11.14,454.3
12.10.2024 04:30:00,994.04,1.45,275.07,1.45,100,6.78,6.78,0,4.25,6.82,1257.82,1.43,2.54,187.3,0,0,0,0,0,11.09,452.6
12.10.2024 04:40:00,993.99,1.27,274.89,1.27,100,6.7,6.7,0,4.2,6.74,1258.61,1.02,1.36,218.8,0,0,0,0,0,11.04,452.3
12.10.2024 04:50:00,993.94,1.17,274.8,1.17,100,6.65,6.65,0,4.17,6.69,1259,1.36,2.05,233.8,0,0,0,0,0,11.01,452.8
12.10.2024 05:00:00,993.93,1.12,274.75,1.12,100,6.63,6.63,0,4.16,6.67,1259.24,1.15,1.77,212.2,0,0,0,0,0,10.98,453.1
12.10.2024 05:10:00,993.85,1.1,274.73,1.1,100,6.61,6.61,0,4.15,6.65,1259.27,1.23,2.11,193.2,0,0,0,0,0,10.95,454.6
12.10.2024 05:20:00,993.76,1.11,274.75,1.11,100,6.62,6.62,0,4.16,6.66,1259.06,1.29,2.02,174,0,0,0,0,0,10.93,457.7
12.10.2024 05:30:00,993.66,1.04,274.69,1.04,100,6.59,6.59,0,4.13,6.63,1259.29,1,1.62,208.5,0,0,0,0,0,10.9,455.6
12.10.2024 05:40:00,993.51,1.01,274.67,1.01,100,6.57,6.57,0,4.12,6.61,1259.26,1.08,1.59,190.6,0,0,0,0,0,10.88,455.8
12.10.2024 05:50:00,993.37,0.96,274.63,0.96,100,6.55,6.55,0,4.11,6.59,1259.33,1.28,2.45,169.5,0,0,0,0,0,10.86,455.7
12.10.2024 06:00:00,993.3,0.93,274.61,0.93,100,6.53,6.53,0,4.1,6.58,1259.36,0.65,1.28,214.9,0,0,0,0,0,10.84,455.5
12.10.2024 06:10:00,993.31,0.87,274.55,0.87,100,6.51,6.51,0,4.09,6.55,1259.64,1.08,1.68,241.7,0,0,0,0,0,10.82,455.7
12.10.2024 06:20:00,993.24,0.76,274.44,0.76,100,6.46,6.46,0,4.05,6.5,1260.1,1.21,2.18,224.5,0,0,0.4,0,1.59,10.82,455.8
12.10.2024 06:30:00,993.24,0.64,274.32,0.64,100,6.4,6.4,0,4.02,6.44,1260.7,1.45,1.99,229.8,0,0,1.79,3.36,5.86,10.81,456.2
12.10.2024 06:40:00,993.19,0.55,274.23,0.55,100,6.36,6.36,0,3.99,6.4,1261.08,1.23,2.29,200.4,0,0,4.28,9.04,12.68,10.76,456.5
12.10.2024 06:50:00,993.14,0.52,274.21,0.52,100,6.34,6.34,0,3.98,6.39,1261.13,1.41,2.35,197,0,0,8.44,17.56,24.82,10.68,459.4
12.10.2024 07:00:00,993.06,0.56,274.25,0.56,100,6.36,6.36,0,3.99,6.41,1260.85,1.24,1.89,185.7,0,0,15.19,30.47,35.68,10.61,461.4
12.10.2024 07:10:00,993.01,0.67,274.37,0.67,100,6.41,6.41,0,4.03,6.46,1260.23,1.42,2.8,157.6,0,0,21.59,44.35,64.91,10.57,461.3
12.10.2024 07:20:00,992.97,0.71,274.42,0.71,100,6.43,6.43,0,4.04,6.48,1259.99,1.39,2.35,132.9,0,0,34.09,67.35,87.41,10.54,458.4
12.10.2024 07:30:00,992.98,0.74,274.44,0.74,100,6.44,6.44,0,4.05,6.49,1259.88,1.25,2.37,134.9,0,0,58.06,107.8,133.75,10.53,457.7
12.10.2024 07:40:00,992.96,0.75,274.45,0.75,100,6.45,6.45,0,4.05,6.5,1259.8,0.92,1.35,210.3,0,0,61.39,119.19,135.98,10.56,459
12.10.2024 07:50:00,992.9,0.77,274.47,0.77,100,6.46,6.46,0,4.06,6.5,1259.64,0.66,0.96,216.7,0,0,68.38,138.23,175.1,10.62,457.8
12.10.2024 08:00:00,992.78,0.91,274.63,0.91,100,6.53,6.53,0,4.1,6.57,1258.79,0.72,1.23,65.22,0,0,93.17,180.13,218.97,10.71,458.7
12.10.2024 08:10:00,992.71,1.04,274.76,1.04,100,6.59,6.59,0,4.14,6.63,1258.09,0.74,1.31,267.8,0,0,116.69,225.43,279.82,10.83,460.1
12.10.2024 08:20:00,992.66,1.26,274.99,1.26,100,6.69,6.69,0,4.2,6.74,1256.97,0.74,1.44,213.7,0,0,132.52,257.78,280.83,10.99,458
12.10.2024 08:30:00,992.71,1.31,275.04,1.31,100,6.72,6.72,0,4.22,6.77,1256.76,0.84,1.53,190.1,0,0,105.97,214.08,251.07,11.18,457.5
12.10.2024 08:40:00,992.8,1.4,275.12,1.4,100,6.76,6.76,0,4.25,6.81,1256.44,0.75,1.32,195.4,0,0,157.04,304.9,481.69,11.38,457.6
12.10.2024 08:50:00,992.74,1.87,275.59,1.87,100,6.99,6.99,0,4.39,7.04,1254.13,0.61,1.04,228.1,0,0,211.96,407.78,496.51,11.57,458.7
12.10.2024 09:00:00,992.66,2.32,276.05,2.32,100,7.22,7.22,0,4.54,7.27,1251.87,0.88,1.23,138.4,0,0,232.78,445.14,496.95,11.82,459.6
12.10.2024 09:10:00,992.56,2.5,276.24,2.5,100,7.31,7.31,0,4.6,7.37,1250.89,0.96,1.62,113.6,0,0,245.71,470.52,557.13,12.15,464.2
12.10.2024 09:20:00,992.49,2.85,276.59,2.85,100,7.5,7.5,0,4.71,7.56,1249.13,0.49,0.94,80.9,0,0,286.68,546.43,718.41,12.54,462.3
12.10.2024 09:30:00,992.41,3.52,277.27,3.52,100,7.86,7.86,0,4.94,7.92,1245.82,0.63,1.26,77.5,0,0,377.23,706.86,744.97,13.01,458.6
12.10.2024 09:40:00,992.37,4.16,277.92,4.16,100,8.23,8.23,0,5.17,8.29,1242.73,0.68,1.13,67.21,0,0,376.13,713.79,745.15,13.64,457.6
12.10.2024 09:50:00,992.27,4.82,278.59,4.82,100,8.62,8.62,0,5.42,8.69,1239.45,0.69,1.38,103,0,0,395,756.77,790.73,14.37,459
12.10.2024 10:00:00,992.28,5.29,279.06,5.29,100,8.91,8.91,0,5.6,8.98,1237.24,0.87,1.73,109.6,0,0,398.1,761.9,783.31,15.14,455.5
12.10.2024 10:10:00,992.16,6.01,279.78,6.01,100,9.36,9.36,0,5.89,9.44,1233.72,1.2,2.52,125.5,0,0,425.07,799.91,824.58,15.88,449.3
12.10.2024 10:20:00,992.12,6.51,280.3,6.44,99.5,9.7,9.65,0.05,6.07,9.72,1231.28,1.66,3.02,154.1,0,0,444,828.52,847.68,16.56,443.1
12.10.2024 10:30:00,991.92,7,280.8,6.48,96.5,10.03,9.68,0.35,6.09,9.75,1228.89,1.24,2.33,135.9,0,0,459.33,855.75,885.87,17.15,441.4
12.10.2024 10:40:00,991.75,7.64,281.46,6.55,92.8,10.48,9.72,0.75,6.12,9.8,1225.85,1.7,3.2,110.4,0,0,490.26,911.26,937.09,17.66,439.4
12.10.2024 10:50:00,991.58,8.45,282.28,6.32,86.4,11.07,9.57,1.51,6.02,9.65,1222.19,2.49,4.01,156.1,0,0,463.37,862.5,939.13,18.13,429.8
12.10.2024 11:00:00,991.46,8.97,282.81,6.16,82.5,11.47,9.46,2.01,5.96,9.54,1219.83,2.66,4.14,158.7,0,0,419.91,788.56,866.41,18.52,425.9
12.10.2024 11:10:00,991.33,9.39,283.24,6.12,79.97,11.8,9.44,2.36,5.94,9.52,1217.87,3.72,6.43,159.6,0,0,476.42,887.18,974.66,18.79,423.2
12.10.2024 11:20:00,991.16,9.47,283.34,5.92,78.46,11.86,9.31,2.56,5.86,9.39,1217.38,3.4,5.32,160.2,0,0,417.12,780.69,962.87,18.98,421.3
12.10.2024 11:30:00,990.96,9.71,283.6,6.2,78.72,12.06,9.49,2.57,5.98,9.58,1216.01,2.43,3.96,147.2,0,0,315.4,603.07,723.89,19.08,421.5
12.10.2024 11:40:00,990.8,9.95,283.85,6.5,79.08,12.25,9.69,2.56,6.11,9.78,1214.69,2.05,3.82,135.9,0,0,268.94,522.71,549.16,19.15,423.8
12.10.2024 11:50:00,990.6,9.97,283.89,6.69,79.99,12.27,9.81,2.46,6.19,9.91,1214.3,1.87,2.66,107.5,0,0,384.09,735,1055.15,19.22,425.9
12.10.2024 12:00:00,990.41,10.13,284.06,6.57,78.49,12.4,9.73,2.67,6.14,9.83,1213.42,2.08,3.04,113.3,0,0,517.57,969.55,1064.9,19.33,424.5
12.10.2024 12:10:00,990.15,10.77,284.72,6.65,75.65,12.94,9.79,3.15,6.17,9.89,1210.34,1.9,3.17,117.1,0,0,521.58,971.35,1053.31,19.57,422.6
12.10.2024 12:20:00,989.93,11.6,285.58,6.44,70.53,13.68,9.65,4.03,6.08,9.74,1206.61,2.09,3.95,161.7,0,0,493.01,923.53,1029.03,19.94,420.3
12.10.2024 12:30:00,989.77,11.9,285.89,6.03,67.21,13.95,9.38,4.57,5.91,9.47,1205.27,2.71,5.03,149.6,0,0,413.25,781.61,903.98,20.37,418.6
12.10.2024 12:40:00,989.64,11.95,285.95,5.57,64.87,14,9.08,4.92,5.73,9.18,1205.04,3.31,5.11,143.9,0,0,352.28,670.26,754.75,20.74,418.2
12.10.2024 12:50:00,989.5,12.15,286.16,5.45,63.49,14.18,9.01,5.18,5.68,9.1,1204.06,3.1,5.04,154.1,0,0,339.86,653.5,719.29,20.97,418.1
12.10.2024 13:00:00,989.47,12.15,286.17,5.01,61.57,14.18,8.73,5.45,5.51,8.83,1204.14,3.93,6.35,152.3,0,0,357.56,689.53,767.34,21.11,418.3
12.10.2024 13:10:00,989.44,12.3,286.32,4.89,60.46,14.32,8.66,5.66,5.46,8.75,1203.51,4.17,6.47,142.7,0,0,394.39,755.97,801.11,21.17,418.7
12.10.2024 13:20:00,989.29,12.11,286.14,4.85,61.08,14.15,8.64,5.51,5.45,8.73,1204.14,4.57,6.6,147.3,0,0,271.7,530.13,641.82,21.2,418.6
12.10.2024 13:30:00,989.23,11.83,285.86,4.98,62.75,13.89,8.71,5.17,5.5,8.81,1205.21,3.24,4.84,159.4,0,0,174.42,351.38,406.01,21.16,418.6
12.10.2024 13:40:00,989.09,11.68,285.73,5.04,63.65,13.75,8.75,5,5.52,8.85,1205.66,3.38,5.38,156.8,0,0,142.14,288.07,310.51,21.06,418.6
12.10.2024 13:50:00,988.84,11.72,285.79,5.25,64.44,13.79,8.88,4.9,5.61,8.98,1205.12,2.39,4.37,167,0,0,163.37,329.1,339.01,20.92,418.6
12.10.2024 14:00:00,988.82,11.58,285.65,5.3,65.27,13.66,8.92,4.74,5.63,9.02,1205.68,3.63,5.94,171.6,0,0,163.48,326.51,347.67,20.8,418.3
12.10.2024 14:10:00,988.68,11.5,285.58,5.37,65.92,13.59,8.96,4.63,5.65,9.06,1205.82,3.27,4.85,153.9,0,0,263.6,507.92,827.69,20.68,419
12.10.2024 14:20:00,988.49,11.78,285.87,5.43,64.99,13.84,9,4.85,5.68,9.1,1204.39,4.09,5.85,143.8,0,0,267.82,516.73,599.08,20.56,420.5
12.10.2024 14:30:00,988.26,11.85,285.96,5.5,65.02,13.91,9.04,4.86,5.71,9.15,1203.79,4.03,6.14,143,0,0,288.53,550.1,659.58,20.5,418.4
12.10.2024 14:40:00,988.07,12.03,286.16,5.61,64.74,14.07,9.11,4.96,5.75,9.22,1202.77,3.97,6.03,158.5,0,0,318.2,604.88,685.61,20.47,417.7
12.10.2024 14:50:00,987.96,12.12,286.26,5.7,64.75,14.16,9.17,4.99,5.79,9.28,1202.23,3.82,5.64,168.6,0,0,252.97,486.85,657.16,20.48,417.6
12.10.2024 15:00:00,987.8,12.08,286.23,5.81,65.44,14.12,9.24,4.88,5.84,9.35,1202.17,3.35,6.17,160.7,0,0,264.99,504.59,649.56,20.52,417.3
12.10.2024 15:10:00,987.58,12.23,286.4,5.45,63.17,14.26,9.01,5.25,5.69,9.12,1201.37,4.17,6.5,152.6,0,0,223.78,430.77,485.96,20.57,417.7
12.10.2024 15:20:00,987.38,12.17,286.36,5.5,63.66,14.2,9.04,5.16,5.72,9.16,1201.37,3.53,6.02,160,0,0,191.26,370.33,391.68,20.6,417.6
12.10.2024 15:30:00,987.26,12.25,286.45,5.3,62.43,14.28,8.91,5.36,5.63,9.03,1200.94,3.82,6.23,148.2,0,0,214.09,408.73,445.43,20.59,417.8
12.10.2024 15:40:00,987.16,12.27,286.48,5.18,61.81,14.3,8.84,5.46,5.59,8.95,1200.77,4.57,7.17,152.2,0,0,171.59,334.03,421.72,20.57,417.7
12.10.2024 15:50:00,986.91,12.05,286.28,5.22,62.89,14.09,8.86,5.23,5.6,8.98,1201.38,4.62,7.31,160.4,0,0,84.75,173.86,236.19,20.52,417.9
12.10.2024 16:00:00,986.83,11.79,286.02,5.26,64.16,13.85,8.89,4.96,5.62,9.01,1202.37,3.94,6.07,169.9,0,0,61.76,128.43,132.63,20.39,418.1
12.10.2024 16:10:00,986.76,11.7,285.94,5.42,65.29,13.77,8.99,4.78,5.69,9.11,1202.61,4.08,6.5,157.9,0,0,54.25,112.2,126.08,20.21,418.3
12.10.2024 16:20:00,986.81,11.65,285.88,5.43,65.54,13.72,8.99,4.73,5.69,9.11,1202.88,3.92,5.76,150.1,0,0,41.49,85.86,103.57,20.02,418.6
12.10.2024 16:30:00,986.71,11.53,285.77,5.57,66.74,13.61,9.09,4.53,5.75,9.21,1203.23,4.38,6.73,148.6,0,0,32.29,66.05,72.58,19.83,418.8
12.10.2024 16:40:00,986.68,11.38,285.62,5.72,68.1,13.48,9.18,4.3,5.81,9.3,1203.78,3.51,5.2,158.1,0,0,33.03,66.72,73.58,19.63,419.3
12.10.2024 16:50:00,986.6,11.25,285.5,5.77,68.94,13.36,9.21,4.15,5.83,9.34,1204.22,4.2,6.4,157.1,0,0,21.62,44.5,51.55,19.45,419.3
12.10.2024 17:00:00,986.56,11.13,285.38,5.87,69.94,13.26,9.27,3.99,5.87,9.4,1204.65,3.18,5.26,157.3,0,0,14.99,30.86,37.49,19.27,420
12.10.2024 17:10:00,986.42,11.01,285.27,5.92,70.74,13.15,9.3,3.85,5.89,9.43,1204.97,2.87,4.02,159.8,0,0,8.72,18.82,26.78,19.12,420.2
12.10.2024 17:20:00,986.19,10.85,285.13,6.01,71.99,13.01,9.37,3.64,5.93,9.5,1205.34,2.59,4.06,167.4,0,0,2.56,8.46,11.66,18.99,420.7
12.10.2024 17:30:00,985.95,10.7,285,6.12,73.26,12.88,9.44,3.44,5.98,9.57,1205.65,3.21,4.74,156.3,0,0,0.61,4.08,5.91,18.88,420.7
12.10.2024 17:40:00,985.84,10.59,284.9,6.2,74.2,12.79,9.49,3.3,6.01,9.63,1205.96,2.64,4.36,160.3,0,0,0,1.27,2.2,18.77,420.9
12.10.2024 17:50:00,985.77,10.49,284.81,6.28,75.1,12.7,9.54,3.16,6.04,9.68,1206.27,2.34,3.64,169.1,0,0,0,0,0,18.66,421.6
12.10.2024 18:00:00,985.77,10.38,284.69,6.38,76.17,12.61,9.61,3.01,6.08,9.74,1206.71,2.48,3.88,168.4,0,0,0,0,0,18.58,422.2
12.10.2024 18:10:00,985.63,10.29,284.62,6.48,77.2,12.54,9.68,2.86,6.13,9.82,1206.89,2.33,4.04,166.6,0,0,0,0,0,18.49,422.9
12.10.2024 18:20:00,985.53,10.24,284.57,6.53,77.69,12.49,9.71,2.79,6.15,9.85,1206.96,2.31,4.26,175.6,0,0,0,0,0,18.41,423
12.10.2024 18:30:00,985.44,10.15,284.49,6.53,78.19,12.42,9.71,2.71,6.15,9.85,1207.24,2.34,3.31,182.4,0,0,0,0,0,18.32,422.7
12.10.2024 18:40:00,985.32,10.1,284.45,6.57,78.64,12.38,9.73,2.64,6.17,9.88,1207.29,1.93,3.17,179.7,0,0,0,0,0,18.23,423
12.10.2024 18:50:00,985.24,10.17,284.53,6.6,78.44,12.43,9.75,2.68,6.18,9.9,1206.88,1.33,2.14,176.6,0,0,0,0,0,18.14,422.7
12.10.2024 19:00:00,985.04,10.1,284.47,6.67,79.2,12.38,9.8,2.57,6.21,9.95,1206.91,1.16,2.87,195.1,0,0,0,0,0,18.08,424.1
12.10.2024 19:10:00,984.79,9.94,284.33,6.75,80.5,12.24,9.86,2.39,6.25,10.01,1207.26,2.5,3.39,181.6,0,0,0,0,0,18.05,425.4
12.10.2024 19:20:00,984.69,9.82,284.22,6.81,81.5,12.15,9.9,2.25,6.28,10.05,1207.63,2.34,3.07,183.5,0,0,0,0,0,18,425.1
12.10.2024 19:30:00,984.61,9.84,284.25,6.87,81.7,12.16,9.94,2.23,6.3,10.09,1207.43,1.9,3.09,172.6,0,0,0,0,0,17.92,424.9
12.10.2024 19:40:00,984.51,9.88,284.3,6.94,81.9,12.2,9.99,2.21,6.33,10.15,1207.11,1.45,2.42,179.1,0,0,0,0,0,17.84,425.1
12.10.2024 19:50:00,984.49,9.88,284.3,6.98,82.1,12.2,10.01,2.18,6.35,10.17,1207.08,1.69,2.82,139.8,0,0,0,0,0,17.76,425.1
12.10.2024 20:00:00,984.34,9.88,284.31,7.07,82.6,12.2,10.07,2.12,6.39,10.23,1206.86,1.68,2.67,141.3,0,0,0,0,0,17.69,426.2
12.10.2024 20:10:00,984.35,9.88,284.31,7.12,82.9,12.2,10.11,2.09,6.41,10.27,1206.86,1.04,1.81,163.5,0,0,0,0,0,17.63,426.5
12.10.2024 20:20:00,984.26,9.88,284.32,7.07,82.6,12.2,10.07,2.12,6.39,10.23,1206.77,1.37,1.81,179.3,0,0,0,0,0,17.57,426.4
12.10.2024 20:30:00,984.07,9.84,284.29,7.06,82.8,12.16,10.07,2.09,6.39,10.23,1206.7,1.68,2.6,183.4,0,0,0,0,0,17.53,425.9
12.10.2024 20:40:00,983.94,9.75,284.21,7.11,83.6,12.09,10.11,1.98,6.41,10.27,1206.91,2.06,3.45,170,0,0,0,0,0,17.48,426.9
12.10.2024 20:50:00,983.81,9.9,284.37,7.16,83,12.21,10.14,2.08,6.43,10.3,1206.1,1.79,3.22,161.6,0,0,0,0,0,17.44,426.5
12.10.2024 21:00:00,983.75,10.01,284.49,7.21,82.7,12.3,10.17,2.13,6.46,10.34,1205.54,2.2,3.6,159.5,0,0,0,0,0,17.42,426.2
12.10.2024 21:10:00,983.71,10.01,284.49,7.25,82.9,12.3,10.2,2.1,6.47,10.37,1205.48,2.05,3.18,159,0,0,0,0,0,17.42,426.9
12.10.2024 21:20:00,983.57,9.98,284.47,7.29,83.3,12.28,10.23,2.05,6.49,10.4,1205.42,1.68,2.83,152.1,0,0,0,0,0,17.45,427.7
12.10.2024 21:30:00,983.5,9.93,284.43,7.34,83.9,12.24,10.27,1.97,6.52,10.44,1205.53,1.39,2.75,161.3,0,0,0,0,0,17.49,428.7
12.10.2024 21:40:00,983.45,9.94,284.44,7.39,84.1,12.24,10.3,1.95,6.54,10.47,1205.41,1.47,2.79,155.4,0,0,0,0,0,17.54,428.8
12.10.2024 21:50:00,983.3,10,284.52,7.46,84.2,12.29,10.35,1.94,6.57,10.53,1204.94,1.78,3.23,160,0,0,0,0,0,17.59,429.7
12.10.2024 22:00:00,983.25,9.93,284.45,7.55,85.1,12.24,10.41,1.82,6.61,10.59,1205.15,1.68,3.22,160.5,0,0,0,0,0,17.63,431.3
12.10.2024 22:10:00,983.25,9.91,284.43,7.63,85.7,12.22,10.47,1.75,6.65,10.65,1205.21,1.73,3.31,162.1,0,0,0,0,0,17.65,432.1
12.10.2024 22:20:00,983.13,10.13,284.66,7.68,84.7,12.4,10.5,1.9,6.67,10.68,1204.11,2.14,3.67,152.7,0,0,0,0,0,17.68,430.5
12.10.2024 22:30:00,983.12,10.28,284.81,7.74,84.2,12.53,10.55,1.98,6.7,10.73,1203.44,1.78,2.97,164.7,0,110,0,0,0,17.71,430.2
12.10.2024 22:40:00,983.03,10.28,284.82,8.03,85.9,12.53,10.76,1.77,6.84,10.95,1203.23,2.27,3.9,153.7,0.2,600,0,0,0,17.74,430.3
12.10.2024 22:50:00,982.85,10.05,284.6,8.27,88.7,12.34,10.94,1.39,6.95,11.13,1203.9,3.02,3.89,167.6,0.1,420,0,0,0,17.73,431.1
12.10.2024 23:00:00,982.61,9.85,284.42,8.41,90.7,12.17,11.04,1.13,7.02,11.23,1204.41,2.95,4.41,173.9,0,0,0,0,0,17.65,432.8
12.10.2024 23:10:00,982.35,9.84,284.43,8.44,91,12.16,11.07,1.09,7.04,11.27,1204.12,2.55,3.39,171.1,0,310,0,0,0,17.54,432.2
12.10.2024 23:20:00,982.28,9.96,284.56,8.53,90.8,12.26,11.13,1.13,7.08,11.33,1203.49,2.35,3.34,171.7,0,600,0,0,0,17.47,431.2
12.10.2024 23:30:00,982.01,9.96,284.58,8.74,92.1,12.26,11.29,0.97,7.18,11.5,1203.09,1.94,3.12,162.3,0.1,450,0,0,0,17.42,432.5
12.10.2024 23:40:00,981.52,9.81,284.47,8.77,93.2,12.14,11.31,0.83,7.2,11.53,1203.11,1.93,2.63,169.7,0.1,600,0,0,0,17.39,433.1
12.10.2024 23:50:00,981.44,9.84,284.51,8.81,93.3,12.16,11.35,0.81,7.22,11.56,1202.87,1.99,2.75,176.1,0,160,0,0,0,17.36,432.1
13.10.2024 00:00:00,981.34,10.1,284.78,9.09,93.4,12.38,11.56,0.82,7.36,11.78,1201.55,2.97,5.29,172.4,0,450,0,0,0,17.32,432.4
13.10.2024 00:10:00,981.06,10.21,284.91,9.38,94.6,12.47,11.79,0.67,7.51,12.02,1200.63,4.62,5.99,173.5,0,0,0,0,0,17.28,432.1
